id,latitude_mean,longitude_mean,is_outside,amphitheatre
6806,36.6882897,2.8661158,False,Amphi 4
5333,36.6883516,2.8666887,False,Amphi 5
3331,36.6883715,2.8667335,False,Amphi 1
8192,36.6883143,2.8661953,False,Amphi 8
6920,36.6882715,2.8661264,False,Amphi 4
1044,36.6883248,2.866485,False,Amphi 2
3719,36.68815208018596,2.8669926336949447,False,Amphi 5
3054,36.6883386,2.8665349,True,Outside
1235,36.6883368,2.8664684,False,Amphi 2
5213,36.6883494,2.8666932,False,Amphi 5
1844,36.6883421,2.8664866,False,Amphi 2
7691,36.6883414,2.8660534,False,Amphi 8
350,36.6883333,2.8664725,False,Amphi 2
2986,36.6883255,2.8666764,True,Outside
1254,36.6883416,2.8664821,False,Amphi 2
3038,36.6883486,2.8666557,True,Outside
3955,36.6883257,2.8664658,False,Amphi 6
4997,36.6883436,2.8664917,False,Amphi 2
6652,36.6882787,2.8661102,False,Amphi 4
5522,36.6883414,2.8666967,False,Amphi 5
6787,36.6882902,2.8661126,False,Amphi 4
4925,36.6883389,2.8664779,False,Amphi 6
6999,36.6882743,2.8661181,False,Amphi 4
8319,36.6883186,2.8661196,False,Amphi 8
1361,36.6883425,2.8664845,False,Amphi 2
4994,36.6883479,2.8665044,False,Amphi 2
4418,36.6884219,2.8666815,False,Amphi 5
7417,36.688317,2.8660527,False,Amphi 8
6130,36.6883657,2.8667196,False,Amphi 1
5677,36.6883538,2.8666941,False,Amphi 5
1612,36.6883309,2.8664784,False,Amphi 2
7166,36.688312,2.8661116,False,Amphi 4
3136,36.6881242,2.8659683,True,Outside
1222,36.6883368,2.8664684,False,Amphi 2
5388,36.6883542,2.8667003,False,Amphi 5
7636,36.688346,2.866068,False,Amphi 8
4387,36.6883492,2.866676,False,Amphi 5
7222,36.6883838,2.8662341,False,Amphi 3
7195,36.6883478,2.8666814,False,Amphi 1
1490,36.6883349,2.8664607,False,Amphi 2
3051,36.6883417,2.8665648,True,Outside
4717,36.6884248,2.8666647,False,Amphi 1
8121,36.6883242,2.8661186,False,Amphi 8
4281,36.688365315785454,2.8662725775088185,False,Amphi 7
1678,36.6883434,2.8664871,False,Amphi 2
7611,36.6883407,2.8660552,False,Amphi 8
7549,36.6883105,2.8660614,False,Amphi 8
7238,36.6883821,2.8662172,False,Amphi 3
8324,36.6883186,2.8661196,False,Amphi 8
8434,36.6883917050511,2.8664427255149,False,Amphi 6
2889,36.6882696,2.8661649,True,Outside
7999,36.68838056124049,2.866199222067929,False,Amphi 8
5454,36.6883437,2.8666985,False,Amphi 5
3025,36.6882475,2.8667354,True,Outside
659,36.688354,2.8665082,False,Amphi 2
3391,36.6884023748355,2.866457224068921,False,Amphi 6
7693,36.688346,2.866068,False,Amphi 8
5501,36.6883348,2.8666952,False,Amphi 5
3557,36.6884224,2.866685,False,Amphi 1
1727,36.6883454,2.8664976,False,Amphi 2
3789,36.6883635,2.8664549,False,Amphi 6
1610,36.6883309,2.8664784,False,Amphi 2
1250,36.6883416,2.8664821,False,Amphi 2
5356,36.688351,2.8666895,False,Amphi 5
4443,36.6883528,2.8667034,False,Amphi 5
1783,36.6883424,2.866488,False,Amphi 2
1115,36.6883427,2.8664838,False,Amphi 2
7521,36.6883325,2.8660629,False,Amphi 8
3342,36.6883715,2.8667335,False,Amphi 1
6857,36.6882723,2.8661209,False,Amphi 4
962,36.6883606,2.8664982,False,Amphi 2
1189,36.6884253653129,2.8664947146077315,False,Amphi 2
4718,36.6884248,2.8666647,False,Amphi 1
600,36.6883452,2.8664971,False,Amphi 2
3630,36.6883427,2.86647,False,Amphi 6
7722,36.6883133,2.8660595,False,Amphi 8
5132,36.6883433,2.8666998,False,Amphi 5
4367,36.68834808526787,2.866270460433741,False,Amphi 7
aug_170,36.68839460726015,2.86625401434266,False,Amphi 7
1401,36.6883384,2.866483,False,Amphi 2
802,36.6883493,2.8665121,False,Amphi 2
6039,36.68839514955114,2.8661941760290266,False,Amphi 3
4522,36.6883852,2.8666917,False,Amphi 5
